WKT,LINK_ID,ST_NAME
"MULTILINESTRING ((34.82365 32.04732,34.82354 32.04733))",835020560,
"MULTILINESTRING ((34.83316 32.05036,34.83312 32.05053,34.83302 32.05057,34.83287 32.05059,34.83275 32.05059))",835020562,
"MULTILINESTRING ((34.82363 32.04354,34.82366 32.04357,34.82365 32.04364,34.8236 32.04378,34.82347 32.04401,34.82346 32.04423))",835020564,
"MULTILINESTRING ((34.82393 32.0471,34.82398 32.04722,34.82398 32.0473))",835020572,
"MULTILINESTRING ((34.82411 32.04729,34.82398 32.0473))",835020574,
"MULTILINESTRING ((34.81623 32.04954,34.8162 32.04964,34.81625 32.04969,34.81626 32.04973,34.81625 32.04976,34.81619 32.04981,34.8162 32.04987))",835020578,
"MULTILINESTRING ((34.81895 32.06721,34.81919 32.06784))",835021058,נחשון
"MULTILINESTRING ((34.84101 32.0573,34.84135 32.05773))",835021264,
"MULTILINESTRING ((34.82741 32.07693,34.82696 32.07693,34.82519 32.07701))",835021484,ברקאי
"MULTILINESTRING ((34.81478 32.09532,34.8144 32.09571))",835021529,רקפת
"MULTILINESTRING ((34.83054 32.07207,34.83024 32.07217))",835021654,
"MULTILINESTRING ((34.82873 32.07196,34.82873 32.07246))",835021663,תרצה
"MULTILINESTRING ((34.81942 32.04959,34.81945 32.04962,34.81945 32.04967,34.81942 32.0497,34.81935 32.0497))",835021727,
"MULTILINESTRING ((34.8283 32.04195,34.82796 32.04211))",835021796,
"MULTILINESTRING ((34.8172 32.09351,34.81802 32.09403))",835021864,דרך אבא הלל
"MULTILINESTRING ((34.82358 32.05904,34.82328 32.05909,34.82276 32.05913))",835021888,אלוף דוד
"MULTILINESTRING ((34.8318 32.07212,34.83177 32.07219,34.83185 32.07225,34.8319 32.07218,34.83192 32.07216,34.83195 32.07217))",835022024,
"MULTILINESTRING ((34.81345 32.05597,34.81266 32.05614))",835022059,
"MULTILINESTRING ((34.81631 32.04789,34.81623 32.04847))",835022116,
"MULTILINESTRING ((34.8217 32.04489,34.82171 32.04499,34.82169 32.04508))",835022119,
"MULTILINESTRING ((34.82567 32.10069,34.82604 32.10077))",835022138,
"MULTILINESTRING ((34.83114 32.0528,34.82976 32.05305))",835022227,
"MULTILINESTRING ((34.82342 32.04727,34.82343 32.04734))",835022404,
"MULTILINESTRING ((34.82916 32.07273,34.82936 32.07294,34.82968 32.07322,34.82983 32.07325,34.83008 32.07327))",835022459,הגאון אליהו
"MULTILINESTRING ((34.81245 32.09541,34.81203 32.09539,34.81194 32.09542,34.81175 32.09551))",835022517,
"MULTILINESTRING ((34.81385 32.0937,34.81334 32.09465))",835022529,שושנים
"MULTILINESTRING ((34.83607 32.04678,34.83606 32.04683,34.83671 32.048))",835022533,החצב
"MULTILINESTRING ((34.8358 32.04837,34.83573 32.04844))",835022567,יסמין
"MULTILINESTRING ((34.8309 32.07225,34.83071 32.07238))",835022644,
"MULTILINESTRING ((34.84682 32.07355,34.84637 32.07365))",835023253,
"MULTILINESTRING ((34.84318 32.0436,34.84291 32.04364))",835023263,
"MULTILINESTRING ((34.804 32.08784,34.80405 32.08795))",835023375,תובל
"MULTILINESTRING ((34.83726 32.06697,34.83718 32.06703))",835023509,
"MULTILINESTRING ((34.83636 32.06976,34.83611 32.06987,34.83607 32.06981))",835023515,הרב לוין
"MULTILINESTRING ((34.84374 32.04436,34.84388 32.04436,34.84396 32.04441))",835023755,
"MULTILINESTRING ((34.8337 32.0545,34.83386 32.05477,34.83413 32.0553,34.83414 32.05538))",835023782,
"MULTILINESTRING ((34.82333 32.1023,34.82346 32.10232))",835023922,
"MULTILINESTRING ((34.84149 32.05582,34.84215 32.05652))",835023940,
"MULTILINESTRING ((34.83549 32.05122,34.83496 32.05135))",835023986,נווה אפעל
"MULTILINESTRING ((34.81464 32.05148,34.81474 32.0519,34.81438 32.05244,34.81409 32.05231))",835024302,בניהו
"MULTILINESTRING ((34.82111 32.0417,34.82074 32.04195,34.82024 32.04225,34.81962 32.04258,34.81884 32.04296,34.81841 32.04318,34.81799 32.04338,34.8175 32.04359))",835024343,461
"MULTILINESTRING ((34.80626 32.0885,34.80734 32.08913))",835024350,אסף
"MULTILINESTRING ((34.82151 32.07563,34.82159 32.07563,34.82166 32.07566,34.82175 32.07573,34.82187 32.07601,34.82186 32.07612,34.82172 32.07637,34.82169 32.07646))",835024445,
"MULTILINESTRING ((34.83768 32.05173,34.83783 32.05207))",835024457,שדרות הארזים
"MULTILINESTRING ((34.82377 32.04731,34.82376 32.04735))",835024524,
"MULTILINESTRING ((34.82218 32.05226,34.82197 32.0525))",835025330,
"MULTILINESTRING ((34.82306 32.06177,34.82344 32.06229))",835025483,אבא ברדיצ'יב
"MULTILINESTRING ((34.80156 32.08761,34.80134 32.0877))",835025687,אהליאב
"MULTILINESTRING ((34.81738 32.04979,34.81776 32.0499))",835025821,"שדרות ויצ""ו"
"MULTILINESTRING ((34.82286 32.04712,34.82287 32.04714))",835025822,
"MULTILINESTRING ((34.81872 32.0667,34.81895 32.06721))",835025838,נחשון
"MULTILINESTRING ((34.83207 32.06051,34.83221 32.06045,34.8323 32.06046,34.83241 32.06052,34.8325 32.06055,34.83317 32.06052))",835026051,
"MULTILINESTRING ((34.81871 32.06796,34.81904 32.06893))",835026523,רמז
"MULTILINESTRING ((34.82305 32.04674,34.82318 32.04676))",835026622,
"MULTILINESTRING ((34.82312 32.04691,34.82321 32.04697))",835026624,
"MULTILINESTRING ((34.82382 32.04721,34.82387 32.04726,34.82387 32.04731))",835026625,
"MULTILINESTRING ((34.82098 32.0747,34.821 32.07524))",835026635,מעלה הבנים
"MULTILINESTRING ((34.82412 32.06082,34.82407 32.06083,34.82404 32.06087,34.82406 32.06096,34.82409 32.06097))",835026649,
"MULTILINESTRING ((34.83309 32.06095,34.83304 32.06123))",835027099,החולה
"MULTILINESTRING ((34.81592 32.05143,34.81617 32.05225))",835027390,גבעת גאולה
"MULTILINESTRING ((34.81408 32.09323,34.81448 32.09335))",835027462,
"MULTILINESTRING ((34.82011 32.06091,34.82033 32.06097,34.82036 32.061,34.82036 32.06106,34.82014 32.06149,34.81968 32.06208))",835027685,טבנקין
"MULTILINESTRING ((34.83317 32.06052,34.83309 32.06095))",835027921,החולה
"MULTILINESTRING ((34.81069 32.09251,34.81063 32.09275))",835027925,
"MULTILINESTRING ((34.81334 32.09465,34.81306 32.09522))",835027938,שושנים
"MULTILINESTRING ((34.82191 32.05148,34.82169 32.05181))",835027947,אחד העם
"MULTILINESTRING ((34.80882 32.08152,34.80881 32.08211,34.80877 32.0822,34.80869 32.08225,34.80846 32.08227,34.80838 32.08229))",835027988,בית אל
"MULTILINESTRING ((34.82366 32.04673,34.82363 32.04678,34.82364 32.04682))",835028370,
"MULTILINESTRING ((34.83575 32.05164,34.8362 32.0524,34.83623 32.05248))",835028724,נווה אפעל
"MULTILINESTRING ((34.83184 32.06755,34.8319 32.06763,34.83204 32.06798,34.83208 32.06824,34.83208 32.0684))",835028743,דונש
"MULTILINESTRING ((34.84824 32.05799,34.84821 32.05803))",835031174,האילנות
"MULTILINESTRING ((34.81365 32.08576,34.81353 32.08595))",835031307,שדרות הילד
"MULTILINESTRING ((34.8215 32.07678,34.82159 32.07678))",835031317,
"MULTILINESTRING ((34.84627 32.04483,34.84626 32.04539))",835031395,
"MULTILINESTRING ((34.81468 32.09401,34.81529 32.0943))",835031431,שדרות נרקיסים
"MULTILINESTRING ((34.84476 32.05021,34.84533 32.05027))",835031519,
"MULTILINESTRING ((34.83008 32.07327,34.83025 32.07329,34.83027 32.07333,34.83027 32.07342))",835031590,הגאון אליהו
"MULTILINESTRING ((34.83078 32.07198,34.83087 32.07221,34.8309 32.07225))",835031788,
"MULTILINESTRING ((34.83681 32.07034,34.83642 32.07047))",835032651,הרב לנדרס
"MULTILINESTRING ((34.82546 32.07456,34.82501 32.07458))",835033353,שדרות ירושלים
"MULTILINESTRING ((34.83635 32.04483,34.83563 32.04511,34.83555 32.04517))",835033393,נבטים
"MULTILINESTRING ((34.83128 32.05311,34.83132 32.0532))",835033478,"שז""ר"
"MULTILINESTRING ((34.81285 32.05467,34.81259 32.05484))",835033479,אלוף דוד
"MULTILINESTRING ((34.81159 32.0801,34.8104 32.08036))",835033839,יוחנן
"MULTILINESTRING ((34.81374 32.09542,34.81413 32.09558))",835033842,רוקח
"MULTILINESTRING ((34.82413 32.0986,34.82431 32.09865))",835033901,
"MULTILINESTRING ((34.81885 32.08542,34.81895 32.08568,34.81916 32.08615))",835034460,שדרות אברהם
"MULTILINESTRING ((34.81066 32.08573,34.8108 32.08587,34.81094 32.08601,34.81108 32.08614,34.81123 32.08626,34.81136 32.08636,34.81148 32.08644,34.81162 32.08653))",835034859,481
"MULTILINESTRING ((34.83516 32.06643,34.83535 32.06649,34.83553 32.06656))",835036058,"אצ""ל"
"MULTILINESTRING ((34.81305 32.0584,34.81267 32.05844,34.81241 32.05848,34.81178 32.05858))",835036065,אלוף שדה
"MULTILINESTRING ((34.81148 32.09114,34.81205 32.09145))",835036624,שדרות העם הצרפתי
"MULTILINESTRING ((34.82435 32.07459,34.82389 32.0746))",835036930,שדרות ירושלים
"MULTILINESTRING ((34.81487 32.07917,34.81485 32.07933,34.81487 32.08024))",835036932,ביאליק
"MULTILINESTRING ((34.82921 32.06406,34.82916 32.06409,34.82915 32.06414,34.82919 32.06499))",835036941,מטולה
"MULTILINESTRING ((34.82059 32.09297,34.82103 32.09319))",835037019,הפודים
"MULTILINESTRING ((34.8452 32.07215,34.84523 32.07219,34.84529 32.07221,34.84536 32.0722,34.8454 32.07216))",835037068,
"MULTILINESTRING ((34.81935 32.05741,34.8194 32.05757,34.81945 32.05785,34.81954 32.05862))",835037077,גבעתי
"MULTILINESTRING ((34.82382 32.08236,34.82396 32.08237,34.82421 32.08244,34.82439 32.08256))",835037096,מטה אהרון
"MULTILINESTRING ((34.83666 32.0697,34.83637 32.06981,34.83636 32.06976))",835037158,הרב לוין
"MULTILINESTRING ((34.84293 32.06788,34.84293 32.06803))",835037181,
"MULTILINESTRING ((34.8434 32.06591,34.84317 32.06626))",835037184,
"MULTILINESTRING ((34.81387 32.05751,34.81391 32.05768))",835037366,
"MULTILINESTRING ((34.84356 32.04941,34.84356 32.04965,34.84358 32.04971,34.84364 32.0498,34.84371 32.04984))",835037652,
"MULTILINESTRING ((34.84668 32.07283,34.84663 32.07291,34.84662 32.073))",835037736,
"MULTILINESTRING ((34.83104 32.06222,34.83101 32.06254,34.83115 32.06266,34.83115 32.06282,34.83139 32.06283,34.8314 32.06273,34.83184 32.06275,34.83187 32.06254,34.83213 32.06253,34.83216 32.06243,34.83235 32.06245,34.83252 32.06236))",835037783,הרב חי טייב יצחק
"MULTILINESTRING ((34.84808 32.07338,34.84817 32.07342,34.84819 32.07348))",835038045,
"MULTILINESTRING ((34.82945 32.071,34.83025 32.07101))",835038069,
"MULTILINESTRING ((34.83134 32.06564,34.83114 32.06567))",835038072,
"MULTILINESTRING ((34.84853 32.05265,34.84864 32.05272,34.84872 32.05278,34.84882 32.05286,34.84891 32.05295,34.849 32.05304,34.84908 32.05312,34.84917 32.05318))",835038265,גילדסגיים
"MULTILINESTRING ((34.80788 32.08401,34.80818 32.08409))",835038553,ז'בוטינסקי
"MULTILINESTRING ((34.83608 32.04436,34.83554 32.04456))",835039801,ארגמן
"MULTILINESTRING ((34.82276 32.10232,34.82297 32.10235))",835039854,
"MULTILINESTRING ((34.84118 32.0682,34.84124 32.06827))",835040092,
"MULTILINESTRING ((34.83123 32.07173,34.83147 32.07173))",835040217,
"MULTILINESTRING ((34.82338 32.04704,34.82344 32.04705))",835040219,
"MULTILINESTRING ((34.81952 32.04943,34.81942 32.04959))",835040653,
"MULTILINESTRING ((34.82333 32.0435,34.82363 32.04354))",835040661,
"MULTILINESTRING ((34.81402 32.09586,34.81416 32.09593))",835040666,
"MULTILINESTRING ((34.821 32.04493,34.82119 32.04496,34.82169 32.04508))",835040667,
"MULTILINESTRING ((34.84406 32.07011,34.84406 32.07081))",835040787,
"MULTILINESTRING ((34.8434 32.06591,34.84352 32.06597,34.84364 32.06612))",835040820,
"MULTILINESTRING ((34.83149 32.07142,34.83146 32.07159,34.83147 32.07173))",835041042,
"MULTILINESTRING ((34.82342 32.04288,34.82365 32.0429,34.82372 32.04292,34.82372 32.04296,34.82368 32.043,34.82364 32.04322,34.82363 32.04354))",835041815,
"MULTILINESTRING ((34.83293 32.05009,34.83302 32.0503,34.83306 32.05033,34.83316 32.05036))",835041816,
"MULTILINESTRING ((34.8363 32.05801,34.83635 32.05804,34.83646 32.05822))",835041821,
"MULTILINESTRING ((34.82375 32.04679,34.82392 32.04691,34.82401 32.04701,34.82408 32.04712,34.8241 32.04719))",835041826,
"MULTILINESTRING ((34.81508 32.09462,34.8154 32.09478,34.81543 32.09481))",835042441,יעלים
"MULTILINESTRING ((34.84362 32.06739,34.84342 32.06739,34.84343 32.06787))",835043070,
"MULTILINESTRING ((34.8454 32.07186,34.84516 32.07189))",835043136,
"MULTILINESTRING ((34.84424 32.04972,34.84392 32.04975,34.84378 32.04979,34.84371 32.04984))",835044013,עמק דותן
"MULTILINESTRING ((34.8475 32.07333,34.84751 32.07341))",835044100,
"MULTILINESTRING ((34.84832 32.07276,34.84815 32.07284))",835044104,
"MULTILINESTRING ((34.84788 32.07279,34.84763 32.07293,34.8476 32.07304,34.84761 32.07308))",835044116,
"MULTILINESTRING ((34.81164 32.05785,34.81172 32.05816,34.81178 32.05858))",835045393,עודד
"MULTILINESTRING ((34.81857 32.09563,34.81882 32.09585,34.81889 32.09586,34.81912 32.09582,34.81934 32.09581,34.81968 32.09586,34.8198 32.09589,34.82003 32.09601,34.82014 32.09609,34.82062 32.0966,34.82128 32.09751,34.82137 32.09755,34.82157 32.09748))",835045523,
"MULTILINESTRING ((34.83804 32.06577,34.83743 32.06604))",835046867,
"MULTILINESTRING ((34.82076 32.04625,34.82001 32.04637))",835048433,
"MULTILINESTRING ((34.814 32.09408,34.81359 32.09481))",835048738,
"MULTILINESTRING ((34.83349 32.04941,34.83353 32.04954,34.83358 32.04962,34.83363 32.04967,34.83371 32.0497,34.834 32.04972,34.83407 32.04975,34.83414 32.04981,34.83459 32.05056,34.8346 32.05069,34.83469 32.05083))",835048767,
"MULTILINESTRING ((34.83316 32.05036,34.83341 32.05037))",835048771,
"MULTILINESTRING ((34.82335 32.04686,34.82336 32.04695))",835049399,
"MULTILINESTRING ((34.82142 32.05999,34.82144 32.06012,34.82136 32.06042,34.82125 32.06073,34.82098 32.06154))",835049420,
"MULTILINESTRING ((34.83134 32.06564,34.83136 32.06585))",835049423,
"MULTILINESTRING ((34.80386 32.07946,34.80497 32.07953))",835049930,"תרע""ד"
"MULTILINESTRING ((34.82312 32.04691,34.82308 32.04693))",835050008,
"MULTILINESTRING ((34.8243 32.04034,34.82443 32.04057,34.82468 32.04096))",835050016,
"MULTILINESTRING ((34.82347 32.04709,34.82346 32.04713))",835050017,
"MULTILINESTRING ((34.82334 32.04735,34.82322 32.04736))",835050033,
"MULTILINESTRING ((34.82328 32.04665,34.82332 32.04666))",835050035,
"MULTILINESTRING ((34.82544 32.06175,34.82564 32.06249))",835050118,נטר
"MULTILINESTRING ((34.80969 32.0926,34.81063 32.09275))",835050348,שדרות נרקיסים
"MULTILINESTRING ((34.82409 32.06097,34.82413 32.06098))",835050399,
"MULTILINESTRING ((34.82356 32.04738,34.82361 32.04744))",835050812,
"MULTILINESTRING ((34.83054 32.07207,34.83071 32.07238))",835050816,
"MULTILINESTRING ((34.83123 32.07173,34.83127 32.07199,34.8312 32.07205,34.8309 32.07225))",835050818,
"MULTILINESTRING ((34.83056 32.07171,34.83074 32.07172))",835050819,
"MULTILINESTRING ((34.81301 32.09546,34.81327 32.09553))",835051109,
"MULTILINESTRING ((34.81471 32.09728,34.81496 32.09806))",835051115,
"MULTILINESTRING ((34.83695 32.04578,34.83723 32.04629))",835051225,
"MULTILINESTRING ((34.83171 32.07173,34.83171 32.07181,34.83176 32.0719,34.83183 32.07196))",835051230,
"MULTILINESTRING ((34.83114 32.05331,34.83111 32.05333,34.8311 32.05337,34.83114 32.05351,34.83117 32.05353,34.83143 32.05347))",835051232,
"MULTILINESTRING ((34.82303 32.04665,34.82309 32.04664,34.82328 32.04665))",835051247,
"MULTILINESTRING ((34.82303 32.04686,34.82302 32.04689))",835051249,
"MULTILINESTRING ((34.83114 32.06567,34.83115 32.06582))",835051318,
"MULTILINESTRING ((34.821 32.07524,34.82101 32.07552))",835051936,מעלה הבנים
"MULTILINESTRING ((34.82345 32.04685,34.82335 32.04686))",835051953,
"MULTILINESTRING ((34.82372 32.04737,34.82373 32.04746))",835051973,
"MULTILINESTRING ((34.82347 32.04709,34.82358 32.04709))",835051975,
"MULTILINESTRING ((34.81985 32.09021,34.82 32.09026,34.82016 32.09031))",835052267,ז'בוטינסקי
"MULTILINESTRING ((34.81348 32.09359,34.81385 32.0937))",835052323,שדרות נרקיסים
"MULTILINESTRING ((34.82424 32.0613,34.82387 32.06135))",835052414,אהרונסון שרה
"MULTILINESTRING ((34.82311 32.10141,34.82314 32.1017))",835052496,
"MULTILINESTRING ((34.83081 32.06829,34.83123 32.06829))",835052708,
"MULTILINESTRING ((34.83248 32.07143,34.83183 32.07196))",835052827,
"MULTILINESTRING ((34.82426 32.06988,34.82353 32.07004))",835053069,מבוא נגבה
"MULTILINESTRING ((34.82151 32.07563,34.82128 32.07568,34.82124 32.07572,34.82119 32.07581,34.82119 32.07592,34.82123 32.07607,34.82138 32.07632,34.82138 32.07638,34.82136 32.07644,34.82129 32.07652,34.82108 32.0766,34.82107 32.07669,34.82109 32.07679,34.8215 32.07678))",835053316,
"MULTILINESTRING ((34.84808 32.07338,34.84803 32.07344))",835055568,
"MULTILINESTRING ((34.82426 32.06988,34.82441 32.07039))",835056503,השקמה
"MULTILINESTRING ((34.82336 32.04714,34.8234 32.04715))",835056513,
"MULTILINESTRING ((34.82387 32.04731,34.82388 32.04734,34.82384 32.04741))",835056540,
"MULTILINESTRING ((34.83496 32.05135,34.83447 32.05148))",835056597,נווה אפעל
"MULTILINESTRING ((34.83742 32.06689,34.83726 32.06697))",835056600,
"MULTILINESTRING ((34.83175 32.07202,34.83185 32.07208))",835056642,
"MULTILINESTRING ((34.82269 32.05182,34.82308 32.05185,34.82325 32.05183))",835056659,
"MULTILINESTRING ((34.84497 32.04187,34.84505 32.04189))",835057031,
"MULTILINESTRING ((34.82244 32.09778,34.82204 32.09778,34.82196 32.0978,34.82191 32.09783,34.82176 32.098))",835057443,
"MULTILINESTRING ((34.838 32.06858,34.8383 32.06908,34.8383 32.06911,34.83753 32.06941))",835057797,הרב לוין
"MULTILINESTRING ((34.83643 32.04823,34.83647 32.0484,34.83654 32.0484))",835057913,
"MULTILINESTRING ((34.83568 32.04783,34.8358 32.04837))",835057919,
"MULTILINESTRING ((34.8262 32.05564,34.82621 32.05577,34.82591 32.05596))",835057931,
"MULTILINESTRING ((34.82987 32.05336,34.82984 32.0534,34.82967 32.05348,34.82951 32.05349,34.82918 32.05348,34.82877 32.05354))",835057936,
"MULTILINESTRING ((34.82321 32.04697,34.82314 32.04702,34.82309 32.04703))",835059079,
"MULTILINESTRING ((34.82308 32.04744,34.82273 32.0478))",835059084,
"MULTILINESTRING ((34.82436 32.05735,34.82453 32.05753,34.82487 32.0576,34.82524 32.05783))",835059133,שדרות גיבורי מלחמת יום הכיפורים
"MULTILINESTRING ((34.82299 32.0509,34.82299 32.051,34.82304 32.05104))",835059163,
"MULTILINESTRING ((34.82398 32.0473,34.82396 32.04738,34.8239 32.04745))",835059167,
"MULTILINESTRING ((34.82326 32.05576,34.82328 32.0558,34.82312 32.0563))",835059183,זכריה
"MULTILINESTRING ((34.83432 32.04259,34.83458 32.04334))",835059264,שדרות הברושים
"MULTILINESTRING ((34.82044 32.08175,34.82051 32.08194,34.82058 32.0821,34.82065 32.08224))",835060749,דרך דוד בן גוריון
"MULTILINESTRING ((34.84855 32.0502,34.84837 32.05037))",835061505,
"MULTILINESTRING ((34.83676 32.04408,34.837 32.04456))",835062134,הרדוף
"MULTILINESTRING ((34.82082 32.06742,34.82095 32.06821))",835062141,נדוני קהיר
"MULTILINESTRING ((34.84828 32.05251,34.84853 32.05265))",835062164,עמק האלה
"MULTILINESTRING ((34.8375 32.05954,34.83753 32.05973,34.83752 32.05985))",835062321,
"MULTILINESTRING ((34.82417 32.09805,34.82433 32.09809))",835062700,
"MULTILINESTRING ((34.82158 32.06571,34.82176 32.06624))",835062825,השר משה
"MULTILINESTRING ((34.8199 32.06874,34.82016 32.06943,34.82032 32.06982))",835062991,קפלן
"MULTILINESTRING ((34.82366 32.06454,34.82391 32.06593))",835062994,"הרא""ה"
"MULTILINESTRING ((34.8256 32.08138,34.8256 32.08175,34.82559 32.08191,34.82557 32.08203,34.82554 32.08215,34.8255 32.08227,34.82544 32.0824,34.82536 32.08254))",835063185,"הרא""ה"
"MULTILINESTRING ((34.84911 32.05002,34.84953 32.05032))",835063479,
"MULTILINESTRING ((34.83156 32.05265,34.83114 32.0528))",835063698,"שז""ר"
"MULTILINESTRING ((34.83349 32.04941,34.833 32.04953))",835063815,נווה אפעל
